,0
0,0.833600619759005
1,0.8338042310228573
2,0.8336517495064845
3,0.8335575872768224
4,0.8338223576384766
5,0.8334729268836181
6,0.8342236040046078
7,0.8332341630407879
8,0.8345901201230133
9,0.8339135287136924
