,0
0,0.521935768662
1,0.5237941984696117
2,0.5208599189391795
3,0.5231400510485765
4,0.5247856700575669
5,0.5231884383358021
6,0.5222293305801657
7,0.5222015339956739
8,0.5241607569344728
9,0.5231029424325647
