,0
0,0.8316336929276604
1,0.831887566284188
2,0.832059198975925
3,0.8316479956519718
4,0.8321110463515539
5,0.8316730254195168
6,0.8324864928647284
7,0.8312582464144858
8,0.8327564567861063
9,0.8319054446895773
