,0
0,0.8311884478326409
1,0.8312478716839592
2,0.8327669405791882
3,0.831684430799642
4,0.8321300982040873
5,0.831900890301769
6,0.8317770846949739
7,0.8316483505489827
8,0.8320927904808217
9,0.8324017418600522
