,0
0,0.5147376633482703
1,0.51574852408854
2,0.5155000056458182
3,0.5152396693339439
4,0.5139371823216635
5,0.5159252286364269
6,0.5151064331917924
7,0.5153844586148651
8,0.5141348496597681
9,0.515057626375886
