,0
0,0.828698653630439
1,0.8286832029813572
2,0.8301850060721051
3,0.8291668082976166
4,0.8294619156950783
5,0.8293166795937097
6,0.8292471516728418
7,0.8290339327155134
8,0.8295592547842935
9,0.8299578815306031
