,50000.0
0,0.591097516336863
1,0.5908079362049345
2,0.5906272631264312
3,0.5916355387030695
4,0.5900890589481363
5,0.5910476608916427
6,0.5926246449528425
7,0.5924994662370812
8,0.5918902654128217
9,0.5891965189716287
