,50000.0
0,0.18219503267372616
1,0.18161587240986915
2,0.18125452625286229
3,0.18327107740613888
4,0.18017811789627258
5,0.18209532178328566
6,0.18524928990568504
7,0.18499893247416233
8,0.1837805308256435
9,0.1783930379432574
