,50000.0
0,0.15149208222893282
1,0.15365818364207767
2,0.1493834843918128
3,0.15412291754977475
4,0.14916186573017134
5,0.15268771397019593
6,0.15536006925963494
7,0.1545332026913201
8,0.1542367563899398
9,0.14830645969387726
