,50000.0
0,0.5757460411144665
1,0.5768290918210388
2,0.5746917421959064
3,0.5770614587748873
4,0.5745809328650856
5,0.5763438569850979
6,0.5776800346298174
7,0.57726660134566
8,0.5771183781949698
9,0.5741532298469386
