,50000.0
0,0.8175209241198036
1,0.8176177630213737
2,0.8182299232205852
3,0.8180362454174448
4,0.8183890157017362
5,0.8169018468561943
6,0.8179670747734662
7,0.8183302206543543
8,0.8172580756726845
9,0.8184132254271287
