,50000.0
0,0.801612938124471
1,0.8015794504480261
2,0.8026284586710533
3,0.8030066354978309
4,0.8027291183375022
5,0.8008445080865791
6,0.8018947650344539
7,0.8022544457771333
8,0.8017627440675763
9,0.8021593112376139
