,50000.0
0,0.8175520509095939
1,0.8171681538355122
2,0.818029328353047
3,0.8183233035899564
4,0.8179982015632565
5,0.816486822992322
6,0.8173237877844642
7,0.8177872310991215
8,0.8171854464965069
9,0.8180742892716332
