,50000.0
0,0.569223346623836
1,0.5696512785875492
2,0.5695061071323216
3,0.5704840894039956
4,0.5688676917418999
5,0.5706218321911768
6,0.5710054880521928
7,0.5724251083922731
8,0.571405046549875
9,0.5707115608531088
