,50000.0
0,0.9989797330013143
1,0.9990246939199003
2,0.9989728159369163
3,0.998997025662309
4,0.9988932696963408
5,0.9989243964861313
6,0.9989728159369163
7,0.9988794355675451
8,0.9989105623573356
9,0.9990108597911047
