,50000.0
0,0.7709379539323511
1,0.7696617555509442
2,0.7711108805422978
3,0.7707235249360171
4,0.7709794563187383
5,0.7702946669433492
6,0.7710244172373245
7,0.7711973438472712
8,0.7701528671231929
9,0.7713944801826105
