,50000.0
0,0.7441971439663034
1,0.7430478537335029
2,0.7448245102307459
3,0.7444398581667117
4,0.7447532479770008
5,0.7439106433701494
6,0.744887971891856
7,0.7448594351286175
8,0.7440892511627956
9,0.7448160348099591
