,50000.0
0,0.9960486235462264
1,0.9960062564901574
2,0.995986369912819
3,0.9959941516169949
4,0.9960226845323066
5,0.9960002040535761
6,0.9960140381943333
7,0.9960027979549682
8,0.9960114442929414
9,0.9960079857577521
