,50000.0
0,0.19255889924595684
1,0.19639360130010472
2,0.19273163322550002
3,0.1942062876021188
4,0.19444088725609984
5,0.19584845335294224
6,0.19864842987627196
7,0.1998541723130881
8,0.1985860099500748
9,0.1962196597148013
