,50000.0
0,0.7715397385349657
1,0.7703361693297365
2,0.7716089091789444
3,0.7712699730234488
4,0.7713633533928201
5,0.7708341979663831
6,0.7715570311959604
7,0.7716296603721381
8,0.7706889396140278
9,0.7717852943210901
