,50000.0
0,0.9965597777110243
1,0.996568038449985
2,0.9965717933313307
3,0.9965590267347552
4,0.9965545208771402
5,0.9965425052568339
6,0.9965687894262542
7,0.9965417542805647
8,0.996568038449985
9,0.9965342445178732
