,50000.0
0,0.9989396215079603
1,0.9990087113247221
2,0.9989816761790328
3,0.9989666566536497
4,0.9989396215079603
5,0.9989756683688795
6,0.9990057074196456
7,0.9990567738059477
8,0.9989996996094923
9,0.9989456293181136
