,50000.0
0,0.7375201925486118
1,0.739786478405661
2,0.7384279103247839
3,0.73905604119428
4,0.7399726744528363
5,0.7394305548760765
6,0.7402967942366503
7,0.738355022503298
8,0.7383337719770307
9,0.739416373022238
