,50000.0
0,0.04684263701936847
1,0.044978550222267266
2,0.046428110720977966
3,0.04551257342808429
4,0.047521009969129724
5,0.04688217815646745
6,0.04725647638725322
7,0.04772145105854719
8,0.04816525788542231
9,0.048917863405533335
