,50000.0
0,0.22479221496507493
1,0.22516031713303503
2,0.22648006642703464
3,0.22383881680574227
4,0.22625924626848765
5,0.22718313833618153
6,0.22603452645839567
7,0.2270530015432814
8,0.22624861259727677
9,0.227304675201447
