,50000.0
0,0.766031841393812
1,0.7676599579453289
2,0.7664463802943827
3,0.7670952237909282
4,0.7679663562631421
5,0.7673535596275157
6,0.7680204265545209
7,0.766818864523881
8,0.766227095223791
9,0.7671583057975367
