,50000.0
0,0.5234213185096842
1,0.5224892751111336
2,0.523214055360489
3,0.5227562867140422
4,0.5237605049845648
5,0.5234410890782337
6,0.5236282381936266
7,0.5238607255292735
8,0.5240826289427111
9,0.5244589317027667
