,50000.0
0,0.9985761489936918
1,0.9986542505256834
2,0.9985911685190748
3,0.998537098227696
4,0.9985190747972365
5,0.9986001802343046
6,0.9986242114749174
7,0.9986662661459897
8,0.998582156803845
9,0.9985611294683088
