,accuracy,auroc,optim_acc,optim_acc_train
0,0.6663783783783784,0.7065062967800702,0.9983423423423423,0.992720327224895
1,0.666018018018018,0.7035794972521071,0.9975495495495496,0.9929185361370885
2,0.6584504504504505,0.7006033840780987,0.9974054054054055,0.9932248590013875
3,0.6597477477477477,0.6984855027465307,0.9981261261261262,0.9929725931131412
4,0.6556396396396397,0.6962279696249853,0.9981981981981982,0.9926122132727895
5,0.661045045045045,0.6996990251879838,0.9977657657657658,0.9929005171450709
6,0.6585225225225225,0.6986047142202207,0.9977657657657658,0.9927023082328774
7,0.6637837837837838,0.7010363752037684,0.9976936936936937,0.9930086310971764
8,0.6624144144144144,0.6993292073584536,0.997981981981982,0.9926662702488422
9,0.6634954954954955,0.7001822052182016,0.997981981981982,0.9927563652089302
