,0
0,0.7783264474940592
1,0.7790201816378306
2,0.7796011260433051
3,0.7788981215100846
4,0.7787327995649097
5,0.7797370917552247
6,0.7788023274857777
7,0.77892747774334
8,0.7794713405910182
9,0.779295203191486
