,0
0,0.47374656422991873
1,0.47405969675274023
2,0.47422227916780063
3,0.4733301725643124
4,0.47360812854776224
5,0.47449499612881113
6,0.4736760921680828
7,0.4740594895746617
8,0.4736067725844426
9,0.47360680630745006
