,0
0,0.8982667461860073
1,0.8983857161839369
2,0.8992524975974241
3,0.8988044287740528
4,0.8989094931878088
5,0.8987642570864403
6,0.8985973900763571
7,0.898631381504337
8,0.8987148150093786
9,0.8988476905914817
