,0
0,0.7800366732887581
1,0.780688508071351
2,0.7811189890888486
3,0.7803049723555431
4,0.7804456496917899
5,0.7810024899126133
6,0.7801541306789342
7,0.7801667895350463
8,0.7808745247575638
9,0.7807976243253494
