,50000.0
0,0.7995406465830321
1,0.8018379927629421
2,0.8006848214767027
3,0.80048619996948
4,0.8017032175836818
5,0.8013473937565774
6,0.8012953447518281
7,0.8006094145262668
8,0.800417270131517
9,0.7999081235523459
