,50000.0
0,0.8204475818564133
1,0.8215590267347552
2,0.8205527185340943
3,0.820817062180835
4,0.8215049564433764
5,0.8220426554520878
6,0.8217572844698108
7,0.8212466206067889
8,0.8210543706818865
9,0.82075097626915
