,50000.0
0,0.5908138463178115
1,0.5904965585117303
2,0.5920404441205565
3,0.5914040270928719
4,0.5916966752767417
5,0.5929243585253032
6,0.5915511327872611
7,0.5927191231201664
8,0.5920723426538876
9,0.5922156094036245
