,50000.0
0,0.18162769263562317
1,0.1809931170234606
2,0.1840808882411128
3,0.18280805418574386
4,0.1833933505534835
5,0.18584871705060663
6,0.18310226557452208
7,0.18543824624033278
8,0.18414468530777534
9,0.1844312188072489
