,0
0,0.8710493193691068
1,0.8710376984056039
2,0.87109401538258
3,0.8711230677913375
4,0.8711199390703944
5,0.8710667508143614
6,0.870935791494885
7,0.8712316791040774
8,0.8709921084718611
9,0.8710046233556337
