,0
0,0.8853904822521069
1,0.8852099103576754
2,0.8848702206552793
3,0.8850650952740223
4,0.8854441174682748
5,0.885000733014621
6,0.8853851187304902
7,0.8850347019848606
8,0.885828503184144
9,0.885780231489593
