,0
0,0.7826819710118629
1,0.7826497405073516
2,0.7835876000246187
3,0.783518091158977
4,0.7834115996804693
5,0.7825084451082377
6,0.7839751804990075
7,0.782730355999635
8,0.7837296009724384
9,0.7835032414771712
