,0
0,0.7803083667361541
1,0.7803047910550762
2,0.7813381628865759
3,0.7811575909921442
4,0.7809466258085509
5,0.7802261260713634
6,0.7815598551134028
7,0.7802976396929205
8,0.7813953737838215
9,0.781039593516575
